benchmark,variant,seed,recorder_config,config_select,expected_property,sensor_value,replay_sensor_value,command_value,replay_command_value,watchdog_enable,irq_after_command,status,property_id,capsule_words,consumed_count,record_signature,replay_signature,signature_match,changed_input,changed_command,require_signature_match,raw_log,notes
interrupt_race_bug,fixed_with_wrapper_irq,2,core,0,2,867,1,0,0,0,1,PASS,2,3,3,1a1e00c2,1a1e00c2,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/interrupt_race_bug_core_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
interrupt_race_bug,fixed_with_wrapper_irq,3,core,0,2,883,2,0,0,0,1,PASS,2,3,3,1a1e00c2,1a1e00c2,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/interrupt_race_bug_core_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
interrupt_race_bug,fixed_with_wrapper_irq,1,hashed,1,2,850,0,0,0,0,1,PASS,2,3,3,1a1e00c2,1a1e00c2,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/interrupt_race_bug_hashed_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
interrupt_race_bug,fixed_with_wrapper_irq,2,hashed,1,2,867,1,0,0,0,1,PASS,2,3,3,1a1e00c2,1a1e00c2,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/interrupt_race_bug_hashed_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
interrupt_race_bug,fixed_with_wrapper_irq,3,hashed,1,2,883,2,0,0,0,1,PASS,2,3,3,1a1e00c2,1a1e00c2,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/interrupt_race_bug_hashed_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
interrupt_race_bug,fixed_with_wrapper_irq,1,full,2,2,850,0,0,0,0,1,PASS,2,21,21,1a1e00c2,1a1e00c2,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/interrupt_race_bug_full_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
interrupt_race_bug,fixed_with_wrapper_irq,2,full,2,2,867,1,0,0,0,1,PASS,2,21,21,1a1e00c2,1a1e00c2,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/interrupt_race_bug_full_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
interrupt_race_bug,fixed_with_wrapper_irq,3,full,2,2,883,2,0,0,0,1,PASS,2,21,21,1a1e00c2,1a1e00c2,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/interrupt_race_bug_full_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
mmio_ordering_bug,failing,1,core,0,5,850,0,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/mmio_ordering_bug_core_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
mmio_ordering_bug,failing,2,core,0,5,867,1,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/mmio_ordering_bug_core_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
mmio_ordering_bug,failing,3,core,0,5,883,2,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/mmio_ordering_bug_core_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
mmio_ordering_bug,failing,1,hashed,1,5,850,0,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/mmio_ordering_bug_hashed_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
mmio_ordering_bug,failing,2,hashed,1,5,867,1,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/mmio_ordering_bug_hashed_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
mmio_ordering_bug,failing,3,hashed,1,5,883,2,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/mmio_ordering_bug_hashed_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
mmio_ordering_bug,failing,1,full,2,5,850,0,0,0,0,0,PASS,5,20,20,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/mmio_ordering_bug_full_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
mmio_ordering_bug,failing,2,full,2,5,867,1,0,0,0,0,PASS,5,20,20,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/mmio_ordering_bug_full_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
mmio_ordering_bug,failing,3,full,2,5,883,2,0,0,0,0,PASS,5,20,20,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/mmio_ordering_bug_full_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
stack_corruption_bug,failing,1,core,0,4,850,0,0,0,0,0,PASS,4,1,1,8901aefb,8901aefb,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/stack_corruption_bug_core_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
stack_corruption_bug,failing,2,core,0,4,867,1,0,0,0,0,PASS,4,1,1,8901aefb,8901aefb,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/stack_corruption_bug_core_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
stack_corruption_bug,failing,3,core,0,4,883,2,0,0,0,0,PASS,4,1,1,8901aefb,8901aefb,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/stack_corruption_bug_core_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
stack_corruption_bug,failing,1,hashed,1,4,850,0,0,0,0,0,PASS,4,1,1,8901aefb,8901aefb,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/stack_corruption_bug_hashed_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
stack_corruption_bug,failing,2,hashed,1,4,867,1,0,0,0,0,PASS,4,1,1,8901aefb,8901aefb,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/stack_corruption_bug_hashed_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
stack_corruption_bug,failing,3,hashed,1,4,883,2,0,0,0,0,PASS,4,1,1,8901aefb,8901aefb,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/stack_corruption_bug_hashed_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
stack_corruption_bug,failing,1,full,2,4,850,0,0,0,0,0,PASS,4,21,21,8901aefb,8901aefb,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/stack_corruption_bug_full_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
stack_corruption_bug,failing,2,full,2,4,867,1,0,0,0,0,PASS,4,21,21,8901aefb,8901aefb,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/stack_corruption_bug_full_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
stack_corruption_bug,failing,3,full,2,4,883,2,0,0,0,0,PASS,4,21,21,8901aefb,8901aefb,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/stack_corruption_bug_full_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
uart_command_bug,failing,1,core,0,1,850,0,85,0,0,0,PASS,1,3,3,ac7000e9,ac7000e9,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/uart_command_bug_core_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
uart_command_bug,failing,2,core,0,1,867,1,85,1,0,0,PASS,1,3,3,ac7000e9,ac7000e9,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/uart_command_bug_core_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
uart_command_bug,failing,3,core,0,1,883,2,85,2,0,0,PASS,1,3,3,ac7000e9,ac7000e9,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/uart_command_bug_core_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
uart_command_bug,failing,1,hashed,1,1,850,0,85,0,0,0,PASS,1,3,3,ac7000e9,ac7000e9,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/uart_command_bug_hashed_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
uart_command_bug,failing,2,hashed,1,1,867,1,85,1,0,0,PASS,1,3,3,ac7000e9,ac7000e9,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/uart_command_bug_hashed_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
uart_command_bug,failing,3,hashed,1,1,883,2,85,2,0,0,PASS,1,3,3,ac7000e9,ac7000e9,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/uart_command_bug_hashed_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
uart_command_bug,failing,1,full,2,1,850,0,85,0,0,0,PASS,1,23,23,ac7000e9,ac7000e9,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/uart_command_bug_full_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
uart_command_bug,failing,2,full,2,1,867,1,85,1,0,0,PASS,1,23,23,ac7000e9,ac7000e9,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/uart_command_bug_full_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
uart_command_bug,failing,3,full,2,1,883,2,85,2,0,0,PASS,1,23,23,ac7000e9,ac7000e9,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/uart_command_bug_full_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
watchdog_timeout_bug,failing,1,core,0,6,850,0,0,0,1,0,PASS,6,2,2,feed00ff,feed00ff,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/watchdog_timeout_bug_core_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
watchdog_timeout_bug,failing,2,core,0,6,867,1,0,0,1,0,PASS,6,2,2,feed00ff,feed00ff,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/watchdog_timeout_bug_core_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
watchdog_timeout_bug,failing,3,core,0,6,883,2,0,0,1,0,PASS,6,2,2,feed00ff,feed00ff,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/watchdog_timeout_bug_core_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
watchdog_timeout_bug,failing,1,hashed,1,6,850,0,0,0,1,0,PASS,6,2,2,feed00ff,feed00ff,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/watchdog_timeout_bug_hashed_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
watchdog_timeout_bug,failing,2,hashed,1,6,867,1,0,0,1,0,PASS,6,2,2,feed00ff,feed00ff,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/watchdog_timeout_bug_hashed_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
watchdog_timeout_bug,failing,3,hashed,1,6,883,2,0,0,1,0,PASS,6,2,2,feed00ff,feed00ff,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/watchdog_timeout_bug_hashed_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
watchdog_timeout_bug,failing,1,full,2,6,850,0,0,0,1,0,PASS,6,36,36,feed00ff,feed00ff,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/watchdog_timeout_bug_full_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
watchdog_timeout_bug,failing,2,full,2,6,867,1,0,0,1,0,PASS,6,36,36,feed00ff,feed00ff,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/watchdog_timeout_bug_full_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
watchdog_timeout_bug,failing,3,full,2,6,883,2,0,0,1,0,PASS,6,36,36,feed00ff,feed00ff,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/watchdog_timeout_bug_full_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
commanded_actuator_limit_bug,failing,1,core,0,1,850,0,85,0,0,0,PASS,1,3,3,ac7000a7,ac7000a7,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/commanded_actuator_limit_bug_core_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
commanded_actuator_limit_bug,failing,2,core,0,1,867,1,85,1,0,0,PASS,1,3,3,ac7000a7,ac7000a7,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/commanded_actuator_limit_bug_core_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
commanded_actuator_limit_bug,failing,3,core,0,1,883,2,85,2,0,0,PASS,1,3,3,ac7000a7,ac7000a7,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/commanded_actuator_limit_bug_core_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
commanded_actuator_limit_bug,failing,1,hashed,1,1,850,0,85,0,0,0,PASS,1,3,3,ac7000a7,ac7000a7,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/commanded_actuator_limit_bug_hashed_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
commanded_actuator_limit_bug,failing,2,hashed,1,1,867,1,85,1,0,0,PASS,1,3,3,ac7000a7,ac7000a7,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/commanded_actuator_limit_bug_hashed_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
commanded_actuator_limit_bug,failing,3,hashed,1,1,883,2,85,2,0,0,PASS,1,3,3,ac7000a7,ac7000a7,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/commanded_actuator_limit_bug_hashed_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
commanded_actuator_limit_bug,failing,1,full,2,1,850,0,85,0,0,0,PASS,1,23,23,ac7000a7,ac7000a7,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/commanded_actuator_limit_bug_full_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
commanded_actuator_limit_bug,failing,2,full,2,1,867,1,85,1,0,0,PASS,1,23,23,ac7000a7,ac7000a7,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/commanded_actuator_limit_bug_full_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
commanded_actuator_limit_bug,failing,3,full,2,1,883,2,85,2,0,0,PASS,1,23,23,ac7000a7,ac7000a7,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/commanded_actuator_limit_bug_full_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
late_config_sequence_bug,failing,1,core,0,5,850,0,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/late_config_sequence_bug_core_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
late_config_sequence_bug,failing,2,core,0,5,867,1,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/late_config_sequence_bug_core_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
late_config_sequence_bug,failing,3,core,0,5,883,2,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/late_config_sequence_bug_core_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
late_config_sequence_bug,failing,1,hashed,1,5,850,0,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/late_config_sequence_bug_hashed_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
late_config_sequence_bug,failing,2,hashed,1,5,867,1,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/late_config_sequence_bug_hashed_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
late_config_sequence_bug,failing,3,hashed,1,5,883,2,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/late_config_sequence_bug_hashed_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
